id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,评论,转发数,话题,@用户,完整日期
[123f047c88],[f94059cd62],"想死每一天
 ",[9b2d5b4678],[9b2d5b4678],[9b2d5b4678],,2024-04-16T11:39:18,OPPO K9s 5G,0,3,"[{""id"": ""[27bfd3e956]"", ""created_at"": ""04-16"", ""source"": ""来自浙江"", ""user"": {""id"": ""[c0c6d5af0b]"", ""screen_name"": ""[a74d9877ac]""}, ""text"": ""下雨了，想死，呼吸不过来了"", ""like_counts"": 0, ""liked"": false}, {""id"": ""[b9977bacf6]"", ""created_at"": ""04-16"", ""source"": ""来自浙江"", ""user"": {""id"": ""[c0c6d5af0b]"", ""screen_name"": ""[a74d9877ac]""}, ""text"": ""想死想死想死想死 真的活不下去一点 [打call]"", ""like_counts"": 0, ""liked"": false}, {""id"": ""[6976801399]"", ""created_at"": ""04-16"", ""source"": ""来自浙江"", ""user"": {""id"": ""[c0c6d5af0b]"", ""screen_name"": ""[a74d9877ac]""}, ""text"": ""结束会好一点，还是以后更爱会好一点。我不知道她，她是不是知道我。哈哈哈哈哈哈哈哈。反正总要死。"", ""like_counts"": 0, ""liked"": false}]",0,,[9b2d5b4678],2024-04-16 11:39:18
[273911269e],[404f8ca915],我真像个笑话。我想去死。 ,[9b2d5b4678],[9b2d5b4678],[9b2d5b4678],,2024-04-14T23:07:04,OPPO K9s 5G,1,1,"[{""id"": ""[aa36ddf6dc]"", ""created_at"": ""04-14"", ""source"": ""来自浙江"", ""user"": {""id"": ""[c0c6d5af0b]"", ""screen_name"": ""[a74d9877ac]""}, ""text"": ""我一定要去死。别让我活着。没意义。我只会让人恶心。特别恶心。"", ""like_counts"": 0, ""liked"": false}]",0,,[9b2d5b4678],2024-04-14 23:07:04
[68d8750025],[4b726e0a38],生活好苦啊，想结束了。这样熬着和死了没什么区别。让我解脱吧，让我解脱…… ,[9b2d5b4678],[9b2d5b4678],[9b2d5b4678],,2024-04-14T09:37:53,Xiaomi Pad 5 Pro,2,0,,0,,[9b2d5b4678],2024-04-14 09:37:53
[a0d9f8c313],[e5325b8f3c],原来只是这样。 ,[9b2d5b4678],[9b2d5b4678],[9b2d5b4678],,2024-04-13T19:54:20,OPPO K9s 5G,1,6,"[{""id"": ""[68136d6a23]"", ""created_at"": ""04-13"", ""source"": ""来自甘肃"", ""user"": {""id"": ""[b8a9d0ab86]"", ""screen_name"": ""[1e9402dfae]""}, ""text"": ""回复@K亦鸟:没事的 [抱抱]"", ""reply_id"": 5022840329604438, ""reply_text"": ""回复@心的距离在指尖:好，抱歉，今天没回你消息"", ""like_counts"": 0, ""liked"": false}, {""id"": ""[15470606db]"", ""created_at"": ""04-13"", ""source"": ""来自浙江"", ""user"": {""id"": ""[c0c6d5af0b]"", ""screen_name"": ""[a74d9877ac]""}, ""text"": ""我会做到什么地步，会让一个人害怕我呢，我真的很可怕"", ""like_counts"": 0, ""liked"": false}, {""id"": ""[6c4713768e]"", ""created_at"": ""04-13"", ""source"": ""来自浙江"", ""user"": {""id"": ""[c0c6d5af0b]"", ""screen_name"": ""[a74d9877ac]""}, ""text"": ""我可能，太自以为是了吧"", ""like_counts"": 1, ""liked"": false}, {""id"": ""[0b5f0b1a83]"", ""created_at"": ""04-13"", ""source"": ""来自浙江"", ""user"": {""id"": ""[c0c6d5af0b]"", ""screen_name"": ""[a74d9877ac]""}, ""text"": ""回复@心的距离在指尖:好，抱歉，今天没回你消息"", ""reply_id"": 5022796851713321, ""reply_text"": ""回复@K亦鸟:摸摸姐妹(´･ω･)ﾉ(._.`)"", ""like_counts"": 0, ""liked"": false}, {""id"": ""[aebd688fc4]"", ""created_at"": ""04-13"", ""source"": ""来自甘肃"", ""user"": {""id"": ""[b8a9d0ab86]"", ""screen_name"": ""[1e9402dfae]""}, ""text"": ""回复@K亦鸟:摸摸姐妹(´･ω･)ﾉ(._.`)"", ""reply_id"": 5022787941176580, ""reply_text"": ""哈哈哈，来个人莎了我"", ""like_counts"": 0, ""liked"": false}, {""id"": ""[6ea0978201]"", ""created_at"": ""04-13"", ""source"": ""来自浙江"", ""user"": {""id"": ""[c0c6d5af0b]"", ""screen_name"": ""[a74d9877ac]""}, ""text"": ""哈哈哈，来个人莎了我"", ""like_counts"": 0, ""liked"": false}]",0,,[9b2d5b4678],2024-04-13 19:54:20
